Second;UHOLEG2;UCOLEG2;ZINST80;ZINST71;ZINST77;ZINST74;WFWLN2;WSTM2;ZINST58;KBCDO23;KBCDO15;ZINST63;LOG_ACIDENTE
124;257,197;255,556;108,029;29,468;0;44,246;12;0;57,657;0;15;18,192;PARAMLOG_B-15
125;257,226;255,585;108,02;29,681;0;44,267;12;0;57,387;0;14;19,131;PARAMLOG_B-15
126;257,255;255,613;108,011;29,872;0;44,288;12;0;57,118;0;14;20,072;PARAMLOG_B-15
127;257,282;255,641;108,002;30,042;0;44,31;12;0;56,848;0;14;21,015;PARAMLOG_B-15
128;257,308;255,67;107,993;30,193;0;44,332;12;0;56,579;0;13;21,958;PARAMLOG_B-15
129;257,333;255,698;107,984;30,326;0;44,354;12;0;56,311;0;13;22,903;PARAMLOG_B-15
130;257,358;255,726;107,975;30,442;0;44,376;12;0;56,042;0;13;23,85;PARAMLOG_B-15
131;257,382;255,755;107,966;30,543;0;44,399;12;0;55,774;0;12;24,797;PARAMLOG_B-15
132;257,406;255,783;107,956;30,63;0;44,422;12;0;55,506;0;12;25,746;PARAMLOG_B-15
133;257,429;255,812;107,947;30,705;0;44,445;12;0;55,238;0;12;26,697;PARAMLOG_B-15
134;257,452;255,841;107,938;30,767;0;44,469;12;0;54,971;0;11;27,648;PARAMLOG_B-15
135;257,475;255,87;107,929;30,825;0;44,493;12;0;54,704;0;11;28,601;PARAMLOG_B-15
136;257,498;255,9;107,92;30,886;0;44,518;12;0;54,437;0;11;29,554;PARAMLOG_B-15
137;257,521;255,93;107,91;30,95;0;44,544;12;0;54,171;0;10;30,509;PARAMLOG_B-15
138;257,544;255,961;107,9;31,017;0;44,57;12;0;53,906;0;10;31,465;PARAMLOG_B-15
139;257,567;255,993;107,89;31,086;0;44,598;12;0;53,64;0;10;32,421;PARAMLOG_B-15
140;257,591;256,026;107,881;31,159;0;44,626;12;0;53,375;0;9;33,379;PARAMLOG_B-15
141;257,614;256,06;107,87;31,235;0;44,655;12;0;53,113;0;9;34,339;PARAMLOG_B-15
142;257,638;256,093;107,86;31,316;0;44,685;12;0;52,85;0;9;35,299;PARAMLOG_B-15
143;257,662;256,128;107,844;31,401;0;44,717;12;0;52,588;0;8;36,259;PARAMLOG_B-15
144;257,686;256,162;107,821;31,49;0;44,75;12;0;52,329;0;8;37,223;PARAMLOG_B-15
145;257,71;256,197;107,798;31,584;0;44,785;12;0;52,073;0;8;38,193;PARAMLOG_B-15
146;257,734;256,232;107,78;31,683;0;44,821;12;0;51,818;0;7;39,163;PARAMLOG_B-15
147;257,759;256,268;107,76;31,786;0;44,858;12;0;51,563;0;7;40,131;PARAMLOG_B-15
148;257,784;256,304;107,742;31,895;0;44,896;12;0;51,348;0;7;41,097;PARAMLOG_B-15
149;257,807;256,34;107,741;32,009;0;44,936;12;0;51,205;0;6;41,991;PARAMLOG_B-15
150;257,827;256,377;107,756;32,13;0;44,978;12;0;51,065;0;6;42,743;PARAMLOG_B-15
151;257,846;256,415;107,769;32,25;0;45,02;12;0;50,941;0;6;43,402;PARAMLOG_B-15
152;257,867;256,453;107,771;32,322;0;45,057;12;0;50,829;0;6;44,021;PARAMLOG_B-15
153;257,889;256,492;107,769;32,33;0;45,087;12;0;50,721;0;6;44,615;PARAMLOG_B-15
154;257,913;256,53;107,765;32,251;0;45,111;12;0;50,616;0;6;45,187;PARAMLOG_B-15
155;257,938;256,566;107,76;32,054;0;45,128;12;0;50,518;0;5;45,75;PARAMLOG_B-15
156;257,965;256,6;107,75;31,749;0;45,139;12;0;50,427;0;5;46,332;PARAMLOG_B-15
157;257,992;256,63;107,74;31,353;0;45,146;12;0;50,337;0;5;46,931;PARAMLOG_B-15
158;258,02;256,658;107,73;30,883;0;45,148;12;0;50,247;0;5;47,536;PARAMLOG_B-15
159;258,048;256,682;107,723;30,361;0;45,149;12;0;50,155;0;5;48,138;PARAMLOG_B-15
160;258,075;256,701;107,718;29,806;0;45,148;12;0;50,064;0;5;48,735;PARAMLOG_B-15
161;258,101;256,717;107,715;29,24;0;45,147;12;0;49,973;0;5;49,325;PARAMLOG_B-15
162;258,127;256,73;107,712;28,682;0;45,146;12;0;49,884;0;4;49,908;PARAMLOG_B-15
163;258,152;256,741;107,71;28,149;0;45,146;12;0;49,796;0;4;50,485;PARAMLOG_B-15
164;258,177;256,752;107,708;27,659;0;45,148;12;0;49,708;0;4;51,056;PARAMLOG_B-15
165;258,2;256,763;107,705;27,227;0;45,153;12;0;49,622;0;4;51,621;PARAMLOG_B-15
166;258,223;256,775;107,709;26,864;0;45,161;12;0;49,537;0;4;52,182;PARAMLOG_B-15
167;258,244;256,788;107,73;26,582;0;45,173;12;0;49,452;0;4;52,737;PARAMLOG_B-15
168;258,264;256,802;107,556;26,388;0;45,189;12;0;49,369;0;4;53,287;PARAMLOG_B-15
169;258,284;256,816;107,211;26,286;0;45,21;12;0;49,286;0;4;53,833;PARAMLOG_B-15
170;258,303;256,83;106,83;26,27;0;45,236;12;0;49,205;0;3;54,375;PARAMLOG_B-15
171;258,322;256,845;106,441;26,31;0;45,266;12;0;49,124;0;3;54,912;PARAMLOG_B-15
172;258,339;256,862;106,046;26,403;0;45,301;12;0;49,044;0;3;55,445;PARAMLOG_B-15
173;258,355;256,881;105,646;26,545;0;45,339;12;0;48,965;0;3;55,976;PARAMLOG_B-15
174;258,371;256,902;105,242;26,723;0;45,381;12;0;48,888;0;3;56,505;PARAMLOG_B-15
175;258,386;256,925;104,83;26,903;0;45,423;12;0;48,811;0;3;57,032;PARAMLOG_B-15
176;258,401;256,951;104,413;27,082;0;45,463;12;0;48,735;0;3;57,558;PARAMLOG_B-15
177;258,415;256,977;103,991;27,258;0;45,5;12;0;48,66;0;3;58,083;PARAMLOG_B-15
178;258,43;257,005;103,567;27,429;0;45,536;12;0;48,586;0;3;58,608;PARAMLOG_B-15
179;258,445;257,033;103,143;27,597;0;45,57;12;0;48,513;0;2;59,132;PARAMLOG_B-15
180;258,461;257,061;102,722;27,76;0;45,602;12;0;48,441;0;2;59,655;PARAMLOG_B-15
181;258,477;257,088;102,305;27,919;0;45,632;12;0;48,369;0;2;60,179;PARAMLOG_B-15
182;258,495;257,114;101,892;28,073;0;45,66;12;0;48,299;0;2;60,702;PARAMLOG_B-15
183;258,513;257,14;101,485;28,221;0;45,686;12;0;48,229;0;2;61,225;PARAMLOG_B-15
184;258,532;257,164;101,084;28,364;0;45,711;12;0;48,16;0;2;61,746;PARAMLOG_B-15
185;258,551;257,187;100,688;28,502;0;45,734;12;0;48,091;0;2;62,268;PARAMLOG_B-15
186;258,571;257,209;100,296;28,636;0;45,755;12;0;48,024;0;2;62,788;PARAMLOG_B-15
187;258,592;257,23;99,911;28,764;0;45,775;12;0;47,957;0;2;63,307;PARAMLOG_B-15
188;258,613;257,251;99,53;28,889;0;45,794;12;0;47,891;0;1;63,825;PARAMLOG_B-15
189;258,633;257,27;99,154;29,009;0;45,812;12;0;47,825;0;1;64,343;PARAMLOG_B-15
190;258,653;257,289;98,789;29,127;0;45,83;12;0;47,761;0;1;64,859;PARAMLOG_B-15
191;258,672;257,307;98,412;29,242;0;45,847;12;0;47,697;0;1;65,376;PARAMLOG_B-15
192;258,69;257,325;98,059;29,355;0;45,863;12;0;47,633;0;1;65,891;PARAMLOG_B-15
193;258,709;257,342;97,685;29,467;0;45,88;12;0;47,571;0;1;66,407;PARAMLOG_B-15
194;258,726;257,359;97,347;29,579;0;45,897;12;0;47,509;0;1;66,923;PARAMLOG_B-15
195;258,743;257,375;96,973;29,689;0;45,914;12;0;47,449;0;1;67,439;PARAMLOG_B-15
196;258,759;257,391;96,65;29,8;0;45,932;12;0;47,389;0;1;67,957;PARAMLOG_B-15
197;258,775;257,406;96,306;29,912;0;45,951;12;0;47,33;0;1;68,475;PARAMLOG_B-15
198;258,789;257,421;95,967;30,024;0;45,971;12;0;47,272;0;0;68,997;PARAMLOG_B-15
199;258,803;257,437;95,629;30,139;0;45,992;12;0;47,215;0;0;69,521;PARAMLOG_B-15
200;258,816;257,452;95,296;30,255;0;46,014;12;0;47,158;0;0;70,048;PARAMLOG_B-15
201;258,828;257,468;94,963;30,376;0;46,039;12;0;47,103;0;0;70,58;PARAMLOG_B-15
202;258,839;257,484;94,633;30,499;0;46,066;12;0;47,05;0;0;71,118;PARAMLOG_B-15
203;258,85;257,501;94,305;30,615;0;46,092;12;0;46,997;0;0;71,661;PARAMLOG_B-15
204;258,86;257,518;93,978;30,688;0;46,109;12;0;46,945;0;0;72,211;PARAMLOG_B-15
205;258,869;257,535;93,653;30,719;0;46,121;12;0;46,895;0;0;72,768;PARAMLOG_B-15
206;258,878;257,552;93,333;30,709;0;46,126;12;0;46,845;0;0;73,332;PARAMLOG_B-15
207;258,886;257,568;93,021;30,647;0;46,125;12;0;46,797;0;0;73,902;PARAMLOG_B-15
208;258,893;257,581;92,726;30,513;0;46,119;12;0;46,75;0;0;74,482;PARAMLOG_B-15
209;258,9;257,592;92,453;30,314;0;46,107;12;0;46,706;0;0;75,074;PARAMLOG_B-15
210;258,905;257,599;92,202;30,061;0;46,091;12;0;46,665;0;0;75,684;PARAMLOG_B-15
211;258,909;257,604;91,974;29,765;0;46,072;12;0;46,626;0;0;76,318;PARAMLOG_B-15
212;258,913;257,604;91,771;29,439;0;46,051;12;0;46,59;0;0;76,979;PARAMLOG_B-15
213;258,913;257,602;91,595;29,096;0;46,029;12;0;46,558;0;0;77,67;PARAMLOG_B-15
214;258,91;257,597;91,472;28,75;0;46,007;12;0;46,531;0;0;78,399;PARAMLOG_B-15
215;258,905;257,59;91,379;28,414;0;45,986;12;0;46,511;0;0;79,18;PARAMLOG_B-15
216;258,897;257,58;91,292;28,101;0;45,967;12;0;46,493;0;0;80,018;PARAMLOG_B-15
217;258,889;257,569;91,209;27,821;0;45,951;12;0;46,478;0;0;80,903;PARAMLOG_B-15
218;258,881;257,557;91,128;27,584;0;45,939;12;0;46,464;0;0;81,829;PARAMLOG_B-15
219;258,872;257,544;91,048;27,398;0;45,931;12;0;46,45;0;0;82,785;PARAMLOG_B-15
220;258,864;257,532;90,965;27,268;0;45,927;12;0;46,437;0;0;83,766;PARAMLOG_B-15
221;258,855;257,521;90,877;27,2;0;45,928;12;0;46,425;0;0;84,767;PARAMLOG_B-15
222;258,847;257,511;90,784;27,19;0;45,934;12;0;46,414;0;0;85,785;PARAMLOG_B-15
223;258,839;257,503;90,684;27,219;0;45,945;12;0;46,403;0;0;86,815;PARAMLOG_B-15
224;258,831;257,497;90,577;27,284;0;45,96;12;0;46,393;0;0;87,857;PARAMLOG_B-15
225;258,824;257,494;90,461;27,382;0;45,979;12;0;46,383;0;0;88,91;PARAMLOG_B-15
226;258,818;257,494;90,337;27,51;0;46,002;12;0;46,374;0;0;89,973;PARAMLOG_B-15
227;258,812;257,496;90,202;27,658;0;46,028;12;0;46,366;0;0;91,045;PARAMLOG_B-15
228;258,806;257,501;90,056;27,81;0;46,055;12;0;46,357;0;0;92,123;PARAMLOG_B-15
229;258,801;257,509;89,909;27,954;0;46,079;12;0;46,349;0;0;93,207;PARAMLOG_B-15
230;258,797;257,521;89,784;28,101;0;46,104;12;0;46,342;0;0;94,296;PARAMLOG_B-15
231;258,806;257,535;89,826;28,245;0;46,128;12;0;47,073;0;0;95,06;PARAMLOG_B-15
232;258,835;257,556;90,162;28,384;0;46,15;12;0;46,432;0;0;94,726;PARAMLOG_B-15
233;258,854;257,574;90,069;28,52;0;46,171;12;0;46,404;0;0;94,643;PARAMLOG_B-15
234;258,867;257,591;89,962;28,654;0;46,192;12;0;46,668;0;0;94,709;PARAMLOG_B-15
235;258,878;257,61;89,93;28,785;0;46,212;12;0;46,41;0;0;94,678;PARAMLOG_B-15
236;258,889;257,629;89,879;28,913;0;46,231;12;0;46,692;0;0;94,757;PARAMLOG_B-15
237;258,901;257,648;89,905;29,037;0;46,25;12;0;46,346;0;0;94,664;PARAMLOG_B-15
238;258,91;257,665;89,812;29,159;0;46,268;12;0;46,716;0;0;94,779;PARAMLOG_B-15
239;258,924;257,684;89,878;29,278;0;46,285;12;0;46,583;0;0;94,641;PARAMLOG_B-15
240;258,93;257,701;89,752;29,395;0;46,302;12;0;46,647;0;0;94,736;PARAMLOG_B-15
