Second;UHOLEG2;UCOLEG2;ZINST80;ZINST71;ZINST77;ZINST74;WFWLN2;WSTM2;ZINST58;KBCDO23;KBCDO15;ZINST63;LOG_ACIDENTE
90;325,456;290,647;100,434;88,428;48,662;64,106;504,079;443,753;158,073;100;17;55,542;PARAMLOG_B-17
91;325,454;290,645;100,435;88,438;48,677;64,103;504,102;443,736;158,065;100;17;55,539;PARAMLOG_B-17
92;325,454;290,643;100,435;88,448;48,693;64,101;504,116;443,71;158,057;100;17;55,536;PARAMLOG_B-17
93;325,453;290,641;100,436;88,457;48,709;64,099;504,127;443,688;158,05;100;17;55,533;PARAMLOG_B-17
94;325,453;290,638;100,436;88,467;48,725;64,097;504,124;443,68;158,043;100;17;55,531;PARAMLOG_B-17
95;325,453;290,636;100,437;88,477;48,741;64,095;504,111;443,665;158,037;100;17;55,528;PARAMLOG_B-17
96;325,453;290,634;100,437;88,487;48,757;64,093;504,098;443,647;158,031;100;17;55,526;PARAMLOG_B-17
97;325,453;290,632;100,437;88,497;48,773;64,092;504,077;443,642;158,026;100;17;55,524;PARAMLOG_B-17
98;325,453;290,63;100,438;88,507;48,79;64,09;504,05;443,617;158,021;100;17;55,522;PARAMLOG_B-17
99;325,453;290,629;100,438;88,517;48,806;64,089;504,017;443,613;158,017;100;17;55,521;PARAMLOG_B-17
100;325,453;290,627;100,438;88,527;48,822;64,087;503,984;443,604;158,012;100;17;55,519;PARAMLOG_B-17
101;325,452;290,626;100,439;88,536;48,839;64,086;503,944;443,604;158,005;100;17;55,517;PARAMLOG_B-17
102;325,45;290,625;100,439;88,546;48,855;64,085;503,907;443,588;157,997;100;17;55,514;PARAMLOG_B-17
103;325,447;290,623;100,439;88,556;48,871;64,084;503,87;443,585;157,989;100;17;55,511;PARAMLOG_B-17
104;325,445;290,622;100,44;88,566;48,887;64,083;503,845;443,578;157,982;100;17;55,508;PARAMLOG_B-17
105;325,444;290,621;100,44;88,576;48,903;64,081;503,815;443,574;157,976;100;17;55,505;PARAMLOG_B-17
106;325,443;290,62;100,44;88,586;48,919;64,08;503,791;443,562;157,97;100;17;55,503;PARAMLOG_B-17
107;325,443;290,618;100,44;88,595;48,935;64,079;503,766;443,566;157,965;100;17;55,501;PARAMLOG_B-17
108;325,443;290,617;100,441;88,605;48,951;64,077;503,731;443,563;157,961;100;17;55,5;PARAMLOG_B-17
109;325,442;290,615;100,441;88,615;48,967;64,076;503,693;443,546;157,957;100;17;55,498;PARAMLOG_B-17
110;325,442;290,614;100,441;88,624;48,983;64,075;503,651;443,548;157,954;100;17;55,497;PARAMLOG_B-17
111;325,443;290,613;100,441;88,634;48,999;64,074;503,602;443,542;157,951;100;17;55,496;PARAMLOG_B-17
112;325,443;290,612;100,441;88,644;49,015;64,073;503,551;443,535;157,948;100;17;55,495;PARAMLOG_B-17
113;325,443;290,611;100,442;88,653;49,031;64,073;503,497;443,533;157,946;100;17;55,494;PARAMLOG_B-17
114;325,444;290,61;100,442;88,663;49,046;64,072;503,443;443,538;157,944;100;17;55,494;PARAMLOG_B-17
115;325,444;290,609;100,442;88,672;49,062;64,072;503,383;443,535;157,943;100;17;55,493;PARAMLOG_B-17
116;325,444;290,609;100,442;88,681;49,077;64,071;503,329;443,526;157,942;100;17;55,493;PARAMLOG_B-17
117;325,444;290,608;100,442;88,69;49,092;64,071;503,272;443,532;157,94;100;17;55,493;PARAMLOG_B-17
118;325,443;290,608;100,442;88,699;49,107;64,07;503,213;443,537;157,936;100;17;55,491;PARAMLOG_B-17
119;325,441;290,607;100,442;88,708;49,122;64,07;503,157;443,542;157,931;100;17;55,489;PARAMLOG_B-17
120;325,439;290,607;100,442;88,717;49,136;64,07;503,108;443,537;157,926;100;17;55,488;PARAMLOG_B-17
121;325,438;290,607;100,443;88,726;49,151;64,069;503,062;443,538;157,922;100;17;55,486;PARAMLOG_B-17
122;325,436;290,606;100,443;88,735;49,165;64,069;503,028;443,537;157,919;100;17;55,485;PARAMLOG_B-17
123;325,436;290,606;100,443;88,743;49,18;64,068;502,993;443,542;157,916;100;17;55,484;PARAMLOG_B-17
124;325,436;290,605;100,443;88,752;49,194;64,068;502,957;443,541;157,914;100;17;55,483;PARAMLOG_B-17
125;325,436;290,604;100,443;88,761;49,208;64,067;502,914;443,54;157,913;100;17;55,483;PARAMLOG_B-17
126;325,436;290,604;100,443;88,769;49,222;64,067;502,866;443,548;157,911;100;17;55,482;PARAMLOG_B-17
127;325,437;290,603;100,443;88,777;49,236;64,066;502,819;443,548;157,911;100;17;55,482;PARAMLOG_B-17
128;325,437;290,602;100,443;88,786;49,249;64,066;502,77;443,539;157,91;100;17;55,482;PARAMLOG_B-17
129;325,438;290,602;100,443;88,794;49,263;64,066;502,71;443,544;157,91;100;17;55,482;PARAMLOG_B-17
130;325,438;290,602;100,443;88,802;49,277;64,066;502,655;443,544;157,91;100;17;55,483;PARAMLOG_B-17
131;325,439;290,602;100,443;88,81;49,29;64,066;502,597;443,547;157,911;100;17;55,483;PARAMLOG_B-17
132;325,44;290,602;100,443;88,818;49,303;64,066;502,54;443,551;157,912;100;17;55,484;PARAMLOG_B-17
133;325,44;290,601;100,443;88,826;49,316;64,066;502,484;443,562;157,913;100;17;55,484;PARAMLOG_B-17
134;325,441;290,602;100,443;88,834;49,329;64,066;502,423;443,552;157,915;100;17;55,485;PARAMLOG_B-17
135;325,442;290,602;100,443;88,842;49,342;64,067;502,365;443,558;157,917;100;17;55,486;PARAMLOG_B-17
136;325,443;290,602;100,443;88,849;49,354;64,067;502,307;443,572;157,919;100;17;55,487;PARAMLOG_B-17
137;325,444;290,602;100,443;88,857;49,367;64,067;502,244;443,58;157,921;100;17;55,488;PARAMLOG_B-17
138;325,445;290,603;100,443;88,864;49,379;64,068;502,19;443,578;157,924;100;17;55,49;PARAMLOG_B-17
139;325,444;290,603;100,443;88,871;49,391;64,068;502,133;443,59;157,924;100;17;55,49;PARAMLOG_B-17
140;325,443;290,604;100,443;88,878;49,403;64,069;502,08;443,594;157,923;100;17;55,49;PARAMLOG_B-17
141;325,441;290,604;100,443;88,885;49,414;64,069;502,038;443,611;157,921;100;17;55,489;PARAMLOG_B-17
142;325,439;290,605;100,443;88,892;49,426;64,07;502,002;443,603;157,92;100;17;55,489;PARAMLOG_B-17
143;325,438;290,605;100,442;88,899;49,437;64,07;501,975;443,615;157,919;100;17;55,489;PARAMLOG_B-17
144;325,438;290,605;100,442;88,906;49,448;64,07;501,947;443,611;157,919;100;17;55,489;PARAMLOG_B-17
145;325,438;290,605;100,442;88,913;49,459;64,07;501,924;443,623;157,919;100;17;55,489;PARAMLOG_B-17
146;325,438;290,605;100,442;88,919;49,47;64,07;501,893;443,629;157,92;100;17;55,489;PARAMLOG_B-17
147;325,439;290,605;100,443;88,926;49,481;64,07;501,862;443,632;157,921;100;17;55,49;PARAMLOG_B-17
148;325,439;290,605;100,443;88,933;49,492;64,07;501,825;443,635;157,922;100;17;55,491;PARAMLOG_B-17
149;325,44;290,605;100,442;88,939;49,503;64,07;501,785;443,633;157,923;100;17;55,491;PARAMLOG_B-17
150;325,441;290,605;100,442;88,946;49,514;64,07;501,742;443,644;157,925;100;17;55,492;PARAMLOG_B-17
151;325,441;290,605;100,442;88,952;49,524;64,071;501,699;443,648;157,927;100;17;55,493;PARAMLOG_B-17
152;325,442;290,605;100,442;88,958;49,535;64,071;501,655;443,649;157,929;100;17;55,494;PARAMLOG_B-17
153;325,443;290,606;100,442;88,965;49,545;64,071;501,614;443,654;157,931;100;17;55,495;PARAMLOG_B-17
154;325,444;290,606;100,442;88,971;49,555;64,072;501,572;443,652;157,933;100;17;55,497;PARAMLOG_B-17
155;325,445;290,607;100,442;88,977;49,565;64,072;501,529;443,658;157,936;100;17;55,498;PARAMLOG_B-17
156;325,445;290,607;100,442;88,983;49,575;64,073;501,487;443,677;157,939;100;17;55,499;PARAMLOG_B-17
157;325,447;290,608;100,442;88,989;49,585;64,073;501,448;443,678;157,942;100;17;55,501;PARAMLOG_B-17
158;325,448;290,608;100,441;88,995;49,595;64,074;501,406;443,68;157,945;100;17;55,502;PARAMLOG_B-17
159;325,449;290,609;100,441;89;49,604;64,075;501,367;443,694;157,949;100;17;55,504;PARAMLOG_B-17
160;325,45;290,61;100,441;89,006;49,614;64,075;501,328;443,691;157,953;100;17;55,506;PARAMLOG_B-17
161;325,451;290,61;100,441;89,012;49,623;64,076;501,29;443,7;157,956;100;17;55,508;PARAMLOG_B-17
162;325,452;290,611;100,44;89,017;49,632;64,077;501,253;443,704;157,96;100;17;55,51;PARAMLOG_B-17
163;325,453;290,612;100,44;89,023;49,641;64,078;501,215;443,721;157,964;100;17;55,512;PARAMLOG_B-17
164;325,454;290,613;100,44;89,028;49,65;64,078;501,177;443,729;157,969;100;17;55,514;PARAMLOG_B-17
165;325,455;290,614;100,44;89,033;49,658;64,079;501,142;443,743;157,973;100;17;55,516;PARAMLOG_B-17
166;325,457;290,615;100,44;89,038;49,667;64,08;501,108;443,75;157,977;100;17;55,518;PARAMLOG_B-17
167;325,458;290,615;100,44;89,043;49,676;64,081;501,074;443,761;157,982;100;17;55,52;PARAMLOG_B-17
168;325,459;290,616;100,439;89,049;49,684;64,082;501,042;443,768;157,986;100;17;55,522;PARAMLOG_B-17
169;325,46;290,617;100,439;89,054;49,692;64,083;501,01;443,774;157,991;100;17;55,524;PARAMLOG_B-17
170;325,461;290,618;100,439;89,058;49,7;64,084;500,981;443,788;157,996;100;17;55,527;PARAMLOG_B-17
171;325,463;290,62;100,439;89,063;49,708;64,085;500,955;443,799;158,001;100;17;55,529;PARAMLOG_B-17
172;325,464;290,62;100,438;89,068;49,716;64,085;500,926;443,801;158,006;100;17;55,531;PARAMLOG_B-17
173;325,465;290,622;100,438;89,073;49,724;64,086;500,897;443,824;158,011;100;17;55,533;PARAMLOG_B-17
174;325,466;290,623;100,438;89,077;49,732;64,087;500,871;443,833;158,016;100;17;55,536;PARAMLOG_B-17
175;325,468;290,624;100,438;89,082;49,739;64,088;500,848;443,834;158,021;100;17;55,538;PARAMLOG_B-17
176;325,469;290,625;100,437;89,087;49,747;64,089;500,827;443,839;158,026;100;17;55,541;PARAMLOG_B-17
177;325,47;290,626;100,437;89,091;49,754;64,09;500,806;443,858;158,031;100;17;55,543;PARAMLOG_B-17
178;325,472;290,627;100,437;89,095;49,762;64,091;500,781;443,862;158,037;100;17;55,546;PARAMLOG_B-17
179;325,473;290,628;100,436;89,1;49,769;64,092;500,763;443,876;158,042;100;17;55,548;PARAMLOG_B-17
180;325,474;290,629;100,436;89,104;49,776;64,093;500,742;443,869;158,047;100;17;55,551;PARAMLOG_B-17
181;325,476;290,63;100,436;89,108;49,783;64,094;500,726;443,895;158,052;100;17;55,553;PARAMLOG_B-17
182;325,477;290,632;100,436;89,112;49,79;64,095;500,706;443,895;158,058;100;17;55,555;PARAMLOG_B-17
183;325,478;290,633;100,435;89,117;49,797;64,096;500,687;443,912;158,063;100;17;55,558;PARAMLOG_B-17
184;325,479;290,634;100,435;89,121;49,803;64,097;500,67;443,918;158,068;100;17;55,561;PARAMLOG_B-17
185;325,481;290,635;100,435;89,125;49,81;64,098;500,65;443,921;158,074;100;17;55,563;PARAMLOG_B-17
186;325,482;290,636;100,434;89,129;49,817;64,099;500,634;443,936;158,079;100;17;55,566;PARAMLOG_B-17
187;325,483;290,637;100,434;89,133;49,823;64,1;500,618;443,945;158,084;100;17;55,568;PARAMLOG_B-17
188;325,485;290,638;100,434;89,137;49,83;64,101;500,6;443,964;158,09;100;17;55,571;PARAMLOG_B-17
189;325,486;290,64;100,434;89,14;49,836;64,102;500,585;443,966;158,095;100;17;55,573;PARAMLOG_B-17
190;325,487;290,641;100,433;89,144;49,842;64,103;500,567;443,978;158,101;100;17;55,576;PARAMLOG_B-17
191;325,489;290,642;100,433;89,148;49,849;64,104;500,554;443,996;158,106;100;17;55,578;PARAMLOG_B-17
192;325,49;290,643;100,433;89,152;49,855;64,105;500,54;443,995;158,111;100;17;55,581;PARAMLOG_B-17
193;325,491;290,644;100,433;89,155;49,861;64,106;500,527;443,997;158,117;100;17;55,583;PARAMLOG_B-17
194;325,493;290,645;100,432;89,159;49,867;64,107;500,513;444,006;158,122;100;17;55,586;PARAMLOG_B-17
195;325,494;290,647;100,432;89,163;49,873;64,108;500,497;444,004;158,127;100;17;55,588;PARAMLOG_B-17
196;325,495;290,647;100,432;89,166;49,879;64,109;500,484;444,023;158,132;100;17;55,591;PARAMLOG_B-17
197;325,497;290,649;100,432;89,17;49,885;64,11;500,468;444,031;158,138;100;17;55,593;PARAMLOG_B-17
198;325,497;290,65;100,431;89,173;49,89;64,111;500,452;444,044;158,142;100;17;55,595;PARAMLOG_B-17
199;325,496;290,651;100,431;89,177;49,896;64,112;500,44;444,052;158,144;100;17;55,596;PARAMLOG_B-17
200;325,495;290,652;100,431;89,18;49,902;64,113;500,431;444,063;158,144;100;17;55,597;PARAMLOG_B-17
201;325,493;290,653;100,431;89,183;49,907;64,113;500,431;444,064;158,144;100;17;55,597;PARAMLOG_B-17
202;325,492;290,654;100,431;89,187;49,912;64,114;500,441;444,073;158,145;100;17;55,598;PARAMLOG_B-17
203;325,491;290,655;100,431;89,19;49,918;64,114;500,451;444,08;158,146;100;17;55,598;PARAMLOG_B-17
204;325,491;290,655;100,431;89,193;49,923;64,114;500,464;444,081;158,147;100;17;55,599;PARAMLOG_B-17
205;325,492;290,655;100,431;89,197;49,928;64,115;500,47;444,079;158,149;100;17;55,6;PARAMLOG_B-17
206;325,492;290,656;100,431;89,2;49,934;64,115;500,47;444,083;158,15;100;17;55,6;PARAMLOG_B-17
207;325,493;290,656;100,431;89,203;49,939;64,115;500,466;444,088;158,152;100;17;55,601;PARAMLOG_B-17
208;325,493;290,656;100,431;89,207;49,945;64,115;500,456;444,093;158,154;100;17;55,602;PARAMLOG_B-17
209;325,494;290,656;100,431;89,21;49,95;64,115;500,444;444,102;158,156;100;17;55,603;PARAMLOG_B-17
210;325,495;290,656;100,431;89,213;49,956;64,116;500,424;444,101;158,158;100;17;55,604;PARAMLOG_B-17
211;325,496;290,657;100,43;89,217;49,961;64,116;500,407;444,102;158,16;100;17;55,606;PARAMLOG_B-17
212;325,496;290,657;100,43;89,22;49,967;64,116;500,386;444,109;158,162;100;17;55,607;PARAMLOG_B-17
213;325,497;290,657;100,43;89,223;49,972;64,117;500,363;444,117;158,164;100;17;55,608;PARAMLOG_B-17
214;325,498;290,658;100,43;89,226;49,977;64,117;500,338;444,118;158,167;100;17;55,609;PARAMLOG_B-17
215;325,499;290,658;100,43;89,229;49,982;64,118;500,313;444,124;158,17;100;17;55,611;PARAMLOG_B-17
216;325,5;290,659;100,43;89,232;49,987;64,118;500,287;444,127;158,173;100;17;55,612;PARAMLOG_B-17
217;325,501;290,659;100,43;89,235;49,992;64,119;500,259;444,132;158,176;100;17;55,614;PARAMLOG_B-17
218;325,502;290,66;100,429;89,238;49,997;64,119;500,227;444,134;158,179;100;17;55,615;PARAMLOG_B-17
219;325,503;290,66;100,429;89,241;50,002;64,12;500,198;444,141;158,183;100;17;55,617;PARAMLOG_B-17
220;325,504;290,661;100,429;89,244;50,007;64,12;500,166;444,146;158,186;100;17;55,619;PARAMLOG_B-17
221;325,505;290,662;100,429;89,247;50,011;64,121;500,138;444,144;158,189;100;17;55,62;PARAMLOG_B-17
222;325,506;290,662;100,429;89,249;50,016;64,122;500,109;444,15;158,193;100;17;55,622;PARAMLOG_B-17
223;325,507;290,663;100,429;89,252;50,02;64,122;500,08;444,161;158,197;100;17;55,624;PARAMLOG_B-17
224;325,508;290,664;100,428;89,255;50,025;64,123;500,049;444,16;158,201;100;17;55,626;PARAMLOG_B-17
225;325,51;290,665;100,428;89,257;50,029;64,124;500,018;444,184;158,205;100;17;55,628;PARAMLOG_B-17
226;325,511;290,666;100,428;89,26;50,033;64,125;499,987;444,184;158,209;100;17;55,63;PARAMLOG_B-17
227;325,512;290,666;100,428;89,262;50,037;64,125;499,954;444,186;158,213;100;17;55,632;PARAMLOG_B-17
228;325,513;290,667;100,428;89,264;50,041;64,126;499,917;444,199;158,218;100;17;55,634;PARAMLOG_B-17
229;325,514;290,668;100,427;89,267;50,045;64,127;499,889;444,209;158,222;100;17;55,636;PARAMLOG_B-17
230;325,515;290,669;100,427;89,269;50,048;64,128;499,859;444,207;158,227;100;17;55,638;PARAMLOG_B-17
231;325,517;290,67;100,427;89,271;50,052;64,129;499,827;444,226;158,231;100;17;55,64;PARAMLOG_B-17
232;325,518;290,671;100,427;89,273;50,055;64,13;499,798;444,226;158,236;100;17;55,643;PARAMLOG_B-17
233;325,519;290,672;100,426;89,275;50,059;64,131;499,767;444,233;158,241;100;17;55,645;PARAMLOG_B-17
234;325,521;290,673;100,426;89,277;50,062;64,132;499,737;444,243;158,246;100;17;55,647;PARAMLOG_B-17
235;325,522;290,674;100,426;89,279;50,065;64,133;499,706;444,258;158,25;100;17;55,65;PARAMLOG_B-17
236;325,523;290,675;100,426;89,281;50,068;64,134;499,676;444,262;158,256;100;17;55,652;PARAMLOG_B-17
237;325,524;290,677;100,425;89,282;50,071;64,135;499,649;444,27;158,261;100;17;55,655;PARAMLOG_B-17
