Second;UHOLEG2;UCOLEG2;ZINST80;ZINST71;ZINST77;ZINST74;WFWLN2;WSTM2;ZINST58;KBCDO23;KBCDO15;ZINST63;LOG_ACIDENTE
48;277,734;271,325;105,045;41,609;36,435;52,053;12;248,507;74,935;0;14;0;PARAMLOG_B-16
49;276,867;270,745;105,115;41,281;36,316;51,584;12;245,864;74,054;0;14;0;PARAMLOG_B-16
50;275,996;270,165;105,162;41,045;36,082;51,116;12;242,153;73,581;0;14;0;PARAMLOG_B-16
51;275,32;269,578;105,215;40,876;35,713;50,649;12;237,817;73,123;0;14;0;PARAMLOG_B-16
52;274,72;268,981;105,302;40,767;35,231;50,188;12;233,906;72,598;0;14;0;PARAMLOG_B-16
53;274,147;268,379;105,404;40,719;34,667;49,734;12;230,609;72,036;0;14;0;PARAMLOG_B-16
54;273,583;267,778;105,508;40,725;34,045;49,288;12;227,795;71,455;0;14;0;PARAMLOG_B-16
55;273,021;267,186;105,613;40,773;33,378;48,85;12;225,309;70,861;0;14;0;PARAMLOG_B-16
56;272,46;266,605;105,718;40,85;32,676;48,418;12;223,032;70,257;0;14;0;PARAMLOG_B-16
57;271,897;266,035;105,824;40,942;31,943;47,992;12;220,89;69,647;0;14;0;PARAMLOG_B-16
58;271,333;265,475;105,931;41,036;31,185;47,572;12;218,837;69,035;0;14;0;PARAMLOG_B-16
59;270,768;264,922;106,039;41,119;30,406;47,157;12;216,843;68,424;0;14;0,478;PARAMLOG_B-16
60;270,203;264,375;106,148;41,182;29,611;46,747;12;214,893;67,816;0;14;1,536;PARAMLOG_B-16
61;269,641;263,831;106,259;41,216;28,805;46,342;12;212,982;67,212;0;14;2,6;PARAMLOG_B-16
62;269,082;263,291;106,373;41,216;27,994;45,941;12;211,103;66,612;0;14;3,656;PARAMLOG_B-16
63;268,527;262,752;106,488;41,178;27,183;45,545;12;209,254;66,019;0;14;4,696;PARAMLOG_B-16
64;267,974;262,216;106,604;41,101;26,377;45,154;12;207,435;65,435;0;14;5,716;PARAMLOG_B-16
65;267,425;261,681;106,719;40,984;25,582;44,768;12;205,644;64,861;0;14;6,712;PARAMLOG_B-16
66;266,877;261,15;106,818;40,827;24,8;44,386;12;203,875;64,298;0;14;7,682;PARAMLOG_B-16
67;266,33;260,622;106,92;40,634;24,037;44,01;12;202,136;63,748;0;14;8,63;PARAMLOG_B-16
68;265,785;260,097;107,027;40,406;23,294;43,638;12;200,417;63,21;0;14;9,555;PARAMLOG_B-16
69;265,241;259,574;107,135;40,147;22,574;43,271;12;198,722;62,679;0;14;10,451;PARAMLOG_B-16
70;264,7;259,054;107,243;39,859;21,879;42,908;12;197,051;62,155;0;13;11,309;PARAMLOG_B-16
71;264,16;258,536;107,354;39,547;21,209;42,55;12;195,406;61,636;0;13;12,119;PARAMLOG_B-16
72;263,623;258,02;107,464;39,214;20,567;42,197;12;193,778;61,126;0;13;12,884;PARAMLOG_B-16
73;263,088;257,507;107,575;38,865;19,95;41,847;12;192,174;60,625;0;13;13,603;PARAMLOG_B-16
74;262,555;256,997;107,684;38,502;19,36;41,502;12;190,597;60,133;0;13;14,276;PARAMLOG_B-16
75;262,025;256,489;107,791;38,128;18,795;41,162;12;189,034;59,649;0;13;14,905;PARAMLOG_B-16
76;261,497;255,985;107,902;37,747;18,24;40,835;12;184,915;59,172;0;13;15,489;PARAMLOG_B-16
77;260,971;255,484;108,009;37,355;17,657;40,535;12;177,894;58,705;0;13;16,03;PARAMLOG_B-16
78;260,448;254,99;108,115;36,946;16,936;40,325;12;150,828;58,247;0;13;16,535;PARAMLOG_B-16
79;259,925;254,518;108,217;36,424;15,349;40,643;12;18,01;57,802;0;13;17,015;PARAMLOG_B-16
80;259,401;254,121;108,303;35,344;11,992;41,602;12;0;57,387;0;13;17,517;PARAMLOG_B-16
81;258,879;253,878;108,329;33,814;8,416;42,109;12;0;57,007;0;14;18,122;PARAMLOG_B-16
82;258,37;253,805;108,302;32,27;5,054;42,418;12;0;56,631;0;14;18,822;PARAMLOG_B-16
83;257,882;253,856;108,26;30,914;2,334;42,665;12;0;56,249;0;14;19,567;PARAMLOG_B-16
84;257,432;253,977;108,211;29,729;0,112;42,859;12;0;55,869;0;14;20,352;PARAMLOG_B-16
85;257,042;254,123;108,164;28,694;0;43,013;12;0;55,494;0;13;21,184;PARAMLOG_B-16
86;256,731;254,264;108,123;27,708;0;43,134;12;0;55,122;0;13;22,053;PARAMLOG_B-16
87;256,507;254,381;108,093;25,766;0;43,228;12;0;54,754;0;13;22,949;PARAMLOG_B-16
88;256,366;254,471;108,071;24,025;0;43,302;12;0;54,39;0;12;23,864;PARAMLOG_B-16
89;256,298;254,533;108,056;22,592;0;43,362;12;0;54,032;0;12;24,79;PARAMLOG_B-16
90;256,283;254,574;108,047;21,922;0;43,413;12;0;53,681;0;11;25,72;PARAMLOG_B-16
91;256,305;254,604;108,04;21,789;0;43,462;12;0;53,338;0;11;26,647;PARAMLOG_B-16
92;256,346;254,631;108,034;21,864;0;43,511;12;0;53,003;0;10;27,566;PARAMLOG_B-16
93;256,395;254,663;108,025;22,088;0;43,562;12;0;52,677;0;10;28,474;PARAMLOG_B-16
94;256,442;254,702;108,015;22,365;0;43,612;12;0;52,359;0;9;29,368;PARAMLOG_B-16
95;256,484;254,747;108,004;22,68;0;43,659;12;0;52,051;0;9;30,245;PARAMLOG_B-16
96;256,52;254,795;107,992;23,02;0;43,706;12;0;51,75;0;9;31,104;PARAMLOG_B-16
97;256,551;254,845;107,978;23,376;0;43,75;12;0;51,458;0;8;31,944;PARAMLOG_B-16
98;256,581;254,894;107,963;23,74;0;43,793;12;0;51,175;0;8;32,77;PARAMLOG_B-16
99;256,61;254,941;107,949;24,106;0;43,833;12;0;50,9;0;7;33,586;PARAMLOG_B-16
100;256,64;254,985;107,938;24,468;0;43,87;12;0;50,632;0;7;34,388;PARAMLOG_B-16
101;256,673;255,027;107,922;24,82;0;43,904;12;0;50,384;0;7;35,209;PARAMLOG_B-16
102;256,709;255,067;107,899;25,161;0;43,934;12;0;50,149;0;6;36,083;PARAMLOG_B-16
103;256,744;255,104;107,879;25,527;0;43,962;12;0;49,912;0;6;36,977;PARAMLOG_B-16
104;256,779;255,14;107,864;25,928;0;43,988;12;0;49,673;0;6;37,858;PARAMLOG_B-16
105;256,813;255,176;107,853;26,347;0;44,013;12;0;49,434;0;5;38,709;PARAMLOG_B-16
106;256,848;255,213;107,845;26,774;0;44,037;12;0;49,191;0;5;39,506;PARAMLOG_B-16
107;256,882;255,249;107,844;27,196;0;44,06;12;0;48,944;0;5;40,223;PARAMLOG_B-16
108;256,913;255,285;107,844;27,608;0;44,082;12;0;48,704;0;4;40,869;PARAMLOG_B-16
109;256,942;255,32;107,84;28,002;0;44,103;12;0;48,475;0;4;41,476;PARAMLOG_B-16
110;256,972;255,353;107,66;28,376;0;44,123;12;0;48,253;0;4;42,066;PARAMLOG_B-16
111;257,004;255,379;106,842;28,727;0;44,143;12;0;48,033;0;3;42,631;PARAMLOG_B-16
112;257,037;255,4;105,878;29,053;0;44,162;12;0;47,814;0;3;43,163;PARAMLOG_B-16
113;257,071;255,419;104,918;29,354;0;44,182;12;0;47,601;0;3;43,672;PARAMLOG_B-16
114;257,105;255,436;103,973;29,63;0;44,201;12;0;47,395;0;2;44,176;PARAMLOG_B-16
115;257,139;255,451;103,032;29,881;0;44,219;12;0;47,194;0;2;44,683;PARAMLOG_B-16
116;257,171;255,465;102,097;30,108;0;44,238;12;0;46,997;0;2;45,194;PARAMLOG_B-16
117;257,2;255,479;101,18;30,312;0;44,258;12;0;46,805;0;2;45,708;PARAMLOG_B-16
118;257,227;255,493;100,286;30,495;0;44,277;12;0;46,618;0;1;46,234;PARAMLOG_B-16
119;257,251;255,506;99,415;30,658;0;44,296;12;0;46,439;0;1;46,779;PARAMLOG_B-16
120;257,272;255,52;98,565;30,803;0;44,316;12;0;46,266;0;1;47,354;PARAMLOG_B-16
121;257,29;255,534;97,74;30,93;0;44,336;12;0;46,101;0;1;47,965;PARAMLOG_B-16
122;257,306;255,548;96,948;31,041;0;44,356;12;0;45,944;0;0;48,621;PARAMLOG_B-16
123;257,319;255,562;96,193;31,137;0;44,376;12;0;45,796;0;0;49,33;PARAMLOG_B-16
124;257,329;255,577;95,481;31,22;0;44,396;12;0;45,657;0;0;50,103;PARAMLOG_B-16
125;257,337;255,591;94,815;31,29;0;44,415;12;0;45,53;0;0;50,951;PARAMLOG_B-16
126;257,342;255,606;94,204;31,349;0;44,435;12;0;45,414;0;0;51,882;PARAMLOG_B-16
127;257,344;255,622;93,658;31,403;0;44,454;12;0;45,311;0;0;52,91;PARAMLOG_B-16
128;257,34;255,638;93,184;31,458;0;44,474;12;0;45,222;0;0;54,046;PARAMLOG_B-16
129;257,33;255,656;92,818;31,516;0;44,494;12;0;45,15;0;0;55,312;PARAMLOG_B-16
130;257,316;255,675;92,492;31,575;0;44,514;12;0;45,094;0;0;56,724;PARAMLOG_B-16
131;257,302;255,694;92,173;31,635;0;44,533;12;0;45,047;0;0;58,273;PARAMLOG_B-16
132;257,288;255,713;91,854;31,697;0;44,553;12;0;45,006;0;0;59,937;PARAMLOG_B-16
133;257,275;255,732;91,533;31,76;0;44,573;12;0;44,969;0;0;61,694;PARAMLOG_B-16
134;257,264;255,751;91,207;31,826;0;44,593;12;0;44,937;0;0;63,528;PARAMLOG_B-16
135;257,256;255,768;90,879;31,894;0;44,614;12;0;44,908;0;0;65,426;PARAMLOG_B-16
136;257,249;255,785;90,551;31,966;0;44,635;12;0;44,882;0;0;67,38;PARAMLOG_B-16
137;257,243;255,801;90,224;32,041;0;44,656;12;0;44,86;0;0;69,382;PARAMLOG_B-16
138;257,239;255,816;89,896;32,12;0;44,679;12;0;44,841;0;0;71,425;PARAMLOG_B-16
139;257,235;255,83;89,567;32,203;0;44,702;12;0;44,823;0;0;73,503;PARAMLOG_B-16
140;257,232;255,848;89,281;32,291;0;44,726;12;0;44,807;0;0;75,608;PARAMLOG_B-16
141;257,229;255,865;89,043;32,383;0;44,751;12;0;44,792;0;0;77,733;PARAMLOG_B-16
142;257,227;255,882;88,817;32,48;0;44,777;12;0;44,779;0;0;79,878;PARAMLOG_B-16
143;257,227;255,898;88,594;32,584;0;44,804;12;0;44,768;0;0;82,04;PARAMLOG_B-16
144;257,228;255,914;88,37;32,663;0;44,83;12;0;44,758;0;0;84,221;PARAMLOG_B-16
145;257,229;255,931;88,143;32,686;0;44,849;12;0;44,75;0;0;86,417;PARAMLOG_B-16
146;257,232;255,948;87,912;32,646;0;44,862;12;0;44,743;0;0;88,629;PARAMLOG_B-16
147;257,235;255,964;87,678;32,503;0;44,868;12;0;44,737;0;0;90,854;PARAMLOG_B-16
148;257,238;255,98;87,425;32,256;0;44,869;12;0;44,732;0;0;93,091;PARAMLOG_B-16
149;257,243;255,993;87,145;31,917;0;44,865;12;0;45,032;0;0;95,338;PARAMLOG_B-16
150;257,276;256,016;87,328;31,502;0;44,856;12;0;45,837;0;0;96,013;PARAMLOG_B-16
151;257,32;256,039;87,466;31,034;0;44,846;12;0;44,947;0;0;95,41;PARAMLOG_B-16
152;257,352;256,056;87,252;30,53;0;44,836;12;0;45,276;0;0;95,341;PARAMLOG_B-16
153;257,379;256,073;87,158;30,01;0;44,826;12;0;45,385;0;0;95,336;PARAMLOG_B-16
154;257,406;256,087;87,167;29,492;0;44,817;12;0;45,289;0;0;95,172;PARAMLOG_B-16
155;257,43;256,099;87,184;28,993;0;44,809;12;0;45,329;0;0;95,057;PARAMLOG_B-16
156;257,446;256,106;87,135;28,528;0;44,803;12;0;44,991;0;0;95,227;PARAMLOG_B-16
157;257,462;256,114;87,178;28,111;0;44,8;12;0;45,686;0;0;95,552;PARAMLOG_B-16
158;257,486;256,124;87,381;27,754;0;44,799;12;0;45,274;0;0;95,253;PARAMLOG_B-16
159;257,505;256,132;87,418;27,47;0;44,802;12;0;45,344;0;0;95,1;PARAMLOG_B-16
160;257,522;256,141;87,448;27,265;0;44,81;12;0;45,442;0;0;95,037;PARAMLOG_B-16
161;257,53;256,148;87,36;27,144;0;44,822;12;0;45,441;0;0;95,306;PARAMLOG_B-16
162;257,543;256,159;87,429;27,107;0;44,838;12;0;45,662;0;0;95,472;PARAMLOG_B-16
163;257,56;256,172;87,549;27,127;0;44,859;12;0;45,288;0;0;95,14;PARAMLOG_B-16
164;257,573;256,185;87,509;27,195;0;44,884;12;0;45,423;0;0;95,028;PARAMLOG_B-16
165;257,578;256,197;87,389;27,309;0;44,913;12;0;45,075;0;0;95,221;PARAMLOG_B-16
166;257,586;256,214;87,35;27,463;0;44,945;12;0;45,788;0;0;95,532;PARAMLOG_B-16
167;257,601;256,234;87,453;27,629;0;44,978;12;0;45,331;0;0;95,193;PARAMLOG_B-16
168;257,613;256,254;87,374;27,796;0;45,011;12;0;45,42;0;0;95,038;PARAMLOG_B-16
169;257,622;256,274;87,279;27,96;0;45,042;12;0;44,684;0;0;94,973;PARAMLOG_B-16
170;257,626;256,294;87,077;28,12;0;45,071;12;0;45,837;0;0;95,477;PARAMLOG_B-16
171;257,64;256,32;87,144;28,277;0;45,098;12;0;45,519;0;0;95,31;PARAMLOG_B-16
172;257,656;256,343;87,093;28,431;0;45,124;12;0;45,372;0;0;95,03;PARAMLOG_B-16
173;257,666;256,365;86,951;28,581;0;45,148;12;0;44,713;0;0;94,979;PARAMLOG_B-16
174;257,671;256,385;86,734;28,726;0;45,171;12;0;45,909;0;0;95,522;PARAMLOG_B-16
175;257,688;256,41;86,808;28,866;0;45,192;12;0;45,545;0;0;95,334;PARAMLOG_B-16
176;257,705;256,432;86,758;29,003;0;45,212;12;0;45,406;0;0;95,051;PARAMLOG_B-16
177;257,718;256,452;86,644;29,135;0;45,23;12;0;45,604;0;0;95,009;PARAMLOG_B-16
178;257,725;256,469;86,457;29,262;0;45,247;12;0;45,607;0;0;95,301;PARAMLOG_B-16
179;257,739;256,49;86,45;29,385;0;45,263;12;0;45,825;0;0;95,455;PARAMLOG_B-16
180;257,757;256,51;86,497;29,504;0;45,277;12;0;45,42;0;0;95,096;PARAMLOG_B-16
181;257,772;256,528;86,396;29,619;0;45,291;12;0;45,585;0;0;94,995;PARAMLOG_B-16
182;257,78;256,542;86,241;29,732;0;45,304;12;0;45,212;0;0;95,193;PARAMLOG_B-16
183;257,79;256,559;86,179;29,842;0;45,316;12;0;45,964;0;0;95,51;PARAMLOG_B-16
184;257,808;256,578;86,264;29,95;0;45,328;12;0;45,477;0;0;95,153;PARAMLOG_B-16
185;257,822;256,593;86,18;30,057;0;45,34;12;0;45,58;0;0;95,002;PARAMLOG_B-16
186;257,833;256,607;86,097;30,163;0;45,353;12;0;44,841;0;0;94,942;PARAMLOG_B-16
187;257,837;256,619;85,92;30,269;0;45,365;12;0;46,01;0;0;95,455;PARAMLOG_B-16
188;257,852;256,636;86,009;30,374;0;45,378;12;0;45,674;0;0;95,28;PARAMLOG_B-16
189;257,866;256,65;85,985;30,48;0;45,392;12;0;45,518;0;0;94,992;PARAMLOG_B-16
190;257,874;256,662;85,874;30,588;0;45,407;12;0;44,864;0;0;94,946;PARAMLOG_B-16
191;257,876;256,673;85,689;30,696;0;45,423;12;0;46,071;0;0;95,496;PARAMLOG_B-16
192;257,889;256,689;85,781;30,812;0;45,442;12;0;45,685;0;0;95,297;PARAMLOG_B-16
193;257,901;256,702;85,745;30,929;0;45,463;12;0;45,539;0;0;95,008;PARAMLOG_B-16
194;257,909;256,716;85,641;31,044;0;45,483;12;0;45,744;0;0;94,968;PARAMLOG_B-16
195;257,911;256,726;85,463;31,15;0;45,502;12;0;45,738;0;0;95,256;PARAMLOG_B-16
196;257,918;256,742;85,444;31,221;0;45,517;12;0;45,95;0;0;95,403;PARAMLOG_B-16
197;257,93;256,758;85,466;31,247;0;45,523;12;0;45,535;0;0;95,036;PARAMLOG_B-16
198;257,937;256,77;85,342;31,235;0;45,524;12;0;45,702;0;0;94,934;PARAMLOG_B-16
199;257,936;256,778;85,103;31,176;0;45,518;12;0;46,017;0;0;95,418;PARAMLOG_B-16
200;257,944;256,791;85,137;31,051;0;45,508;12;0;45,838;0;0;95,364;PARAMLOG_B-16
201;257,954;256,8;85,117;30,866;0;45,493;12;0;45,541;0;0;95,012;PARAMLOG_B-16
202;257,96;256,805;84,999;30,63;0;45,474;12;0;45,76;0;0;94,958;PARAMLOG_B-16
203;257,959;256,805;84,865;30,353;0;45,453;12;0;45,357;0;0;95,116;PARAMLOG_B-16
204;257,961;256,805;84,808;30,049;0;45,43;12;0;46,061;0;0;95,404;PARAMLOG_B-16
205;257,969;256,806;84,899;29,729;0;45,406;12;0;45,59;0;0;95,053;PARAMLOG_B-16
206;257,97;256,798;84,809;29,406;0;45,383;12;0;45,231;0;0;95,05;PARAMLOG_B-16
207;257,967;256,791;84,714;29,094;0;45,361;12;0;46,155;0;0;95,496;PARAMLOG_B-16
208;257,974;256,787;84,871;28,802;0;45,341;12;0;45,631;0;0;95,171;PARAMLOG_B-16
209;257,977;256,779;84,883;28,543;0;45,324;12;0;45,63;0;0;94,95;PARAMLOG_B-16
210;257,976;256,769;84,873;28,325;0;45,312;12;0;44,939;0;0;94,901;PARAMLOG_B-16
211;257,97;256,758;84,805;28,155;0;45,303;12;0;46,084;0;0;95,384;PARAMLOG_B-16
212;257,973;256,752;84,98;28,037;0;45,298;12;0;45,731;0;0;95,184;PARAMLOG_B-16
213;257,975;256,745;85,051;27,977;0;45,298;12;0;45,593;0;0;94,902;PARAMLOG_B-16
214;257,967;256,735;84,93;27,972;0;45,303;12;0;46,02;0;0;95,363;PARAMLOG_B-16
215;257,969;256,733;85,082;28,002;0;45,312;12;0;45,839;0;0;95,299;PARAMLOG_B-16
216;257,972;256,731;85,179;28,065;0;45,326;12;0;45,551;0;0;94,95;PARAMLOG_B-16
217;257,97;256,729;85,151;28,158;0;45,343;12;0;44,909;0;0;94,888;PARAMLOG_B-16
218;257,964;256,728;85,06;28,278;0;45,364;12;0;46,105;0;0;95,395;PARAMLOG_B-16
219;257,968;256,735;85,211;28,421;0;45,388;12;0;45,715;0;0;95,173;PARAMLOG_B-16
220;257,972;256,741;85,233;28,571;0;45,413;12;0;45,597;0;0;94,896;PARAMLOG_B-16
221;257,966;256,745;85,063;28,72;0;45,438;12;0;46,025;0;0;95,354;PARAMLOG_B-16
222;257,971;256,757;85,152;28,87;0;45,464;12;0;45,84;0;0;95,281;PARAMLOG_B-16
223;257,978;256,769;85,178;29,017;0;45,488;12;0;45,567;0;0;94,94;PARAMLOG_B-16
224;257,979;256,779;85,081;29,158;0;45,511;12;0;44,923;0;0;94,878;PARAMLOG_B-16
225;257,977;256,79;84,926;29,294;0;45,531;12;0;46,113;0;0;95,375;PARAMLOG_B-16
226;257,985;256,805;85,004;29,426;0;45,551;12;0;45,731;0;0;95,154;PARAMLOG_B-16
227;257,991;256,818;84,962;29,554;0;45,569;12;0;45,619;0;0;94,882;PARAMLOG_B-16
228;257,988;256,827;84,739;29,679;0;45,587;12;0;46,041;0;0;95,332;PARAMLOG_B-16
229;257,995;256,841;84,773;29,799;0;45,603;12;0;45,856;0;0;95,256;PARAMLOG_B-16
230;258,003;256,854;84,752;29,917;0;45,619;12;0;45,589;0;0;94,919;PARAMLOG_B-16
231;258,002;256,862;84,554;30,033;0;45,634;12;0;45,505;0;0;95,124;PARAMLOG_B-16
232;258,004;256,873;84,472;30,145;0;45,648;12;0;46,084;0;0;95,381;PARAMLOG_B-16
233;258,013;256,886;84,503;30,254;0;45,662;12;0;45,605;0;0;95,008;PARAMLOG_B-16
234;258,016;256,894;84,371;30,362;0;45,675;12;0;44,879;0;0;94,865;PARAMLOG_B-16
235;258,014;256,901;84,166;30,465;0;45,688;12;0;46,153;0;0;95,381;PARAMLOG_B-16
236;258,021;256,914;84,205;30,55;0;45,698;12;0;45,752;0;0;95,151;PARAMLOG_B-16
237;258,028;256,923;84,132;30,611;0;45,705;12;0;45,644;0;0;94,878;PARAMLOG_B-16
238;258,025;256,927;83,907;30,64;0;45,706;12;0;45,899;0;0;95,218;PARAMLOG_B-16
239;258,029;256,936;83,88;30,637;0;45,699;12;0;45,99;0;0;95,298;PARAMLOG_B-16
240;258,037;256,944;83,878;30,609;0;45,688;12;0;45,607;0;0;94,929;PARAMLOG_B-16
