Second;UHOLEG2;UCOLEG2;ZINST80;ZINST71;ZINST77;ZINST74;WFWLN2;WSTM2;ZINST58;KBCDO23;KBCDO15;ZINST63;LOG_ACIDENTE
99;325,434;290,653;100,432;88,999;49,739;64,091;457,729;454,667;157,994;100;17;55,507;PARAMLOG_B-18
100;325,434;290,652;100,432;88,999;49,74;64,091;457,76;454,652;157,993;100;17;55,507;PARAMLOG_B-18
101;325,435;290,652;100,432;89;49,741;64,09;457,795;454,645;157,993;100;17;55,507;PARAMLOG_B-18
102;325,435;290,651;100,432;89,001;49,742;64,089;457,826;454,644;157,992;100;17;55,507;PARAMLOG_B-18
103;325,436;290,651;100,432;89,002;49,743;64,089;457,853;454,638;157,992;100;17;55,507;PARAMLOG_B-18
104;325,437;290,65;100,432;89,002;49,745;64,088;457,882;454,63;157,992;100;17;55,507;PARAMLOG_B-18
105;325,438;290,65;100,432;89,003;49,746;64,088;457,909;454,636;157,992;100;17;55,507;PARAMLOG_B-18
106;325,439;290,649;100,432;89,004;49,748;64,087;457,933;454,627;157,992;100;17;55,508;PARAMLOG_B-18
107;325,439;290,649;100,432;89,005;49,749;64,087;457,957;454,625;157,992;100;17;55,508;PARAMLOG_B-18
108;325,44;290,649;100,432;89,006;49,751;64,086;457,977;454,626;157,993;100;17;55,508;PARAMLOG_B-18
109;325,441;290,648;100,432;89,008;49,753;64,086;458,001;454,615;157,994;100;17;55,509;PARAMLOG_B-18
110;325,442;290,648;100,432;89,009;49,755;64,086;458,022;454,613;157,994;100;17;55,509;PARAMLOG_B-18
111;325,443;290,648;100,432;89,01;49,757;64,085;458,041;454,612;157,995;100;17;55,51;PARAMLOG_B-18
112;325,444;290,648;100,432;89,011;49,759;64,085;458,058;454,606;157,996;100;17;55,511;PARAMLOG_B-18
113;325,445;290,648;100,432;89,013;49,761;64,085;458,077;454,607;157,998;100;17;55,511;PARAMLOG_B-18
114;325,446;290,648;100,432;89,014;49,763;64,085;458,094;454,603;157,999;100;17;55,512;PARAMLOG_B-18
115;325,447;290,648;100,432;89,015;49,766;64,084;458,107;454,615;158,001;100;17;55,513;PARAMLOG_B-18
116;325,447;290,648;100,432;89,017;49,768;64,084;458,124;454,603;158;100;17;55,513;PARAMLOG_B-18
117;325,445;290,648;100,432;89,018;49,77;64,084;458,138;454,605;157,997;100;17;55,513;PARAMLOG_B-18
118;325,444;290,648;100,432;89,02;49,773;64,084;458,155;454,603;157,994;100;17;55,511;PARAMLOG_B-18
119;325,442;290,648;100,432;89,021;49,775;64,084;458,183;454,617;157,991;100;17;55,51;PARAMLOG_B-18
120;325,441;290,647;100,433;89,023;49,778;64,083;458,21;454,608;157,988;100;17;55,509;PARAMLOG_B-18
121;325,44;290,647;100,433;89,024;49,78;64,083;458,242;454,598;157,986;100;17;55,508;PARAMLOG_B-18
122;325,44;290,647;100,433;89,026;49,783;64,082;458,272;454,59;157,984;100;17;55,508;PARAMLOG_B-18
123;325,44;290,646;100,433;89,028;49,786;64,081;458,303;454,595;157,983;100;17;55,507;PARAMLOG_B-18
124;325,44;290,645;100,433;89,029;49,788;64,081;458,325;454,584;157,981;100;17;55,507;PARAMLOG_B-18
125;325,441;290,645;100,433;89,031;49,792;64,08;458,341;454,588;157,98;100;17;55,507;PARAMLOG_B-18
126;325,441;290,644;100,433;89,033;49,795;64,079;458,352;454,576;157,98;100;17;55,507;PARAMLOG_B-18
127;325,442;290,643;100,433;89,035;49,798;64,079;458,362;454,569;157,979;100;17;55,506;PARAMLOG_B-18
128;325,442;290,643;100,433;89,037;49,801;64,078;458,362;454,576;157,978;100;17;55,506;PARAMLOG_B-18
129;325,443;290,643;100,434;89,039;49,804;64,078;458,367;454,564;157,978;100;17;55,506;PARAMLOG_B-18
130;325,443;290,642;100,434;89,041;49,808;64,078;458,366;454,571;157,978;100;17;55,507;PARAMLOG_B-18
131;325,444;290,642;100,434;89,043;49,811;64,077;458,366;454,551;157,978;100;17;55,507;PARAMLOG_B-18
132;325,445;290,642;100,434;89,045;49,814;64,077;458,362;454,561;157,979;100;17;55,507;PARAMLOG_B-18
133;325,445;290,641;100,434;89,047;49,818;64,077;458,353;454,553;157,979;100;17;55,508;PARAMLOG_B-18
134;325,446;290,641;100,434;89,049;49,821;64,076;458,347;454,555;157,98;100;17;55,508;PARAMLOG_B-18
135;325,447;290,641;100,434;89,051;49,824;64,076;458,337;454,556;157,981;100;17;55,509;PARAMLOG_B-18
136;325,448;290,641;100,434;89,053;49,828;64,076;458,328;454,553;157,983;100;17;55,509;PARAMLOG_B-18
137;325,449;290,641;100,434;89,055;49,831;64,076;458,314;454,555;157,984;100;17;55,51;PARAMLOG_B-18
138;325,45;290,641;100,434;89,057;49,835;64,076;458,299;454,553;157,985;100;17;55,511;PARAMLOG_B-18
139;325,451;290,641;100,434;89,059;49,838;64,076;458,284;454,542;157,987;100;17;55,512;PARAMLOG_B-18
140;325,452;290,642;100,433;89,061;49,841;64,077;458,269;454,559;157,989;100;17;55,513;PARAMLOG_B-18
141;325,453;290,642;100,433;89,063;49,844;64,077;458,253;454,557;157,991;100;17;55,514;PARAMLOG_B-18
142;325,454;290,642;100,433;89,065;49,847;64,077;458,24;454,557;157,994;100;17;55,516;PARAMLOG_B-18
143;325,455;290,642;100,433;89,067;49,851;64,077;458,222;454,558;157,997;100;17;55,517;PARAMLOG_B-18
144;325,456;290,643;100,433;89,069;49,854;64,077;458,203;454,565;157,999;100;17;55,518;PARAMLOG_B-18
145;325,457;290,643;100,433;89,071;49,857;64,078;458,187;454,566;158,002;100;17;55,52;PARAMLOG_B-18
146;325,458;290,643;100,433;89,073;49,86;64,078;458,169;454,568;158,005;100;17;55,521;PARAMLOG_B-18
147;325,459;290,644;100,433;89,074;49,863;64,079;458,149;454,583;158,008;100;17;55,523;PARAMLOG_B-18
148;325,46;290,644;100,432;89,076;49,866;64,079;458,136;454,573;158,011;100;17;55,524;PARAMLOG_B-18
149;325,461;290,645;100,432;89,078;49,868;64,079;458,122;454,577;158,014;100;17;55,526;PARAMLOG_B-18
150;325,46;290,646;100,432;89,08;49,871;64,08;458,106;454,583;158,014;100;17;55,526;PARAMLOG_B-18
151;325,459;290,646;100,432;89,081;49,874;64,08;458,092;454,589;158,013;100;17;55,526;PARAMLOG_B-18
152;325,457;290,647;100,432;89,083;49,877;64,081;458,089;454,596;158,012;100;17;55,526;PARAMLOG_B-18
153;325,456;290,647;100,432;89,084;49,879;64,081;458,088;454,595;158,011;100;17;55,525;PARAMLOG_B-18
154;325,455;290,647;100,432;89,086;49,882;64,081;458,092;454,599;158,01;100;17;55,525;PARAMLOG_B-18
155;325,454;290,648;100,432;89,088;49,884;64,081;458,098;454,597;158,01;100;17;55,525;PARAMLOG_B-18
156;325,454;290,647;100,432;89,089;49,887;64,081;458,1;454,596;158,01;100;17;55,525;PARAMLOG_B-18
157;325,455;290,647;100,432;89,091;49,889;64,081;458,105;454,597;158,011;100;17;55,526;PARAMLOG_B-18
158;325,455;290,647;100,432;89,092;49,892;64,081;458,101;454,605;158,011;100;17;55,526;PARAMLOG_B-18
159;325,456;290,647;100,432;89,094;49,895;64,08;458,094;454,596;158,012;100;17;55,527;PARAMLOG_B-18
160;325,457;290,647;100,432;89,096;49,897;64,08;458,083;454,597;158,013;100;17;55,528;PARAMLOG_B-18
161;325,457;290,647;100,432;89,097;49,9;64,08;458,071;454,604;158,015;100;17;55,528;PARAMLOG_B-18
162;325,458;290,647;100,432;89,099;49,903;64,08;458,057;454,595;158,016;100;17;55,529;PARAMLOG_B-18
163;325,459;290,647;100,432;89,1;49,905;64,081;458,042;454,6;158,018;100;17;55,53;PARAMLOG_B-18
164;325,46;290,647;100,432;89,102;49,908;64,081;458,026;454,608;158,019;100;17;55,531;PARAMLOG_B-18
165;325,461;290,647;100,432;89,103;49,91;64,081;458,005;454,602;158,021;100;17;55,532;PARAMLOG_B-18
166;325,461;290,648;100,432;89,105;49,913;64,081;457,99;454,602;158,023;100;17;55,533;PARAMLOG_B-18
167;325,462;290,648;100,432;89,106;49,915;64,082;457,968;454,609;158,026;100;17;55,534;PARAMLOG_B-18
168;325,463;290,648;100,432;89,108;49,918;64,082;457,951;454,602;158,028;100;17;55,535;PARAMLOG_B-18
169;325,465;290,649;100,432;89,109;49,92;64,082;457,934;454,618;158,031;100;17;55,537;PARAMLOG_B-18
170;325,465;290,649;100,431;89,11;49,922;64,083;457,913;454,606;158,034;100;17;55,538;PARAMLOG_B-18
171;325,466;290,649;100,431;89,112;49,924;64,083;457,893;454,626;158,037;100;17;55,54;PARAMLOG_B-18
172;325,467;290,65;100,431;89,113;49,926;64,084;457,874;454,618;158,04;100;17;55,541;PARAMLOG_B-18
173;325,468;290,651;100,431;89,114;49,928;64,084;457,855;454,625;158,044;100;17;55,543;PARAMLOG_B-18
174;325,47;290,651;100,431;89,115;49,93;64,085;457,833;454,633;158,047;100;17;55,544;PARAMLOG_B-18
175;325,47;290,652;100,431;89,117;49,932;64,085;457,818;454,63;158,051;100;17;55,546;PARAMLOG_B-18
176;325,472;290,653;100,43;89,118;49,934;64,086;457,799;454,642;158,055;100;17;55,548;PARAMLOG_B-18
177;325,473;290,653;100,43;89,119;49,936;64,087;457,781;454,651;158,059;100;17;55,55;PARAMLOG_B-18
178;325,474;290,654;100,43;89,12;49,938;64,087;457,764;454,651;158,063;100;17;55,552;PARAMLOG_B-18
179;325,475;290,655;100,43;89,121;49,939;64,088;457,751;454,656;158,067;100;17;55,554;PARAMLOG_B-18
180;325,476;290,656;100,43;89,122;49,941;64,089;457,731;454,665;158,071;100;17;55,556;PARAMLOG_B-18
181;325,478;290,656;100,429;89,123;49,943;64,089;457,719;454,671;158,075;100;17;55,558;PARAMLOG_B-18
182;325,479;290,657;100,429;89,123;49,944;64,09;457,706;454,671;158,08;100;17;55,56;PARAMLOG_B-18
183;325,48;290,658;100,429;89,124;49,945;64,091;457,695;454,678;158,084;100;17;55,562;PARAMLOG_B-18
184;325,481;290,659;100,429;89,125;49,947;64,092;457,68;454,687;158,089;100;17;55,564;PARAMLOG_B-18
185;325,482;290,66;100,429;89,126;49,948;64,092;457,668;454,689;158,093;100;17;55,566;PARAMLOG_B-18
186;325,484;290,661;100,429;89,127;49,949;64,093;457,654;454,7;158,098;100;17;55,568;PARAMLOG_B-18
187;325,485;290,662;100,428;89,127;49,951;64,094;457,643;454,705;158,102;100;17;55,571;PARAMLOG_B-18
188;325,486;290,663;100,428;89,128;49,952;64,095;457,635;454,701;158,107;100;17;55,573;PARAMLOG_B-18
189;325,486;290,664;100,428;89,129;49,953;64,096;457,623;454,723;158,11;100;17;55,574;PARAMLOG_B-18
190;325,485;290,664;100,428;89,129;49,954;64,096;457,618;454,72;158,11;100;17;55,575;PARAMLOG_B-18
191;325,483;290,665;100,428;89,13;49,955;64,097;457,621;454,731;158,11;100;17;55,575;PARAMLOG_B-18
192;325,481;290,666;100,427;89,131;49,956;64,098;457,629;454,739;158,11;100;17;55,575;PARAMLOG_B-18
193;325,481;290,667;100,427;89,131;49,957;64,098;457,642;454,732;158,111;100;17;55,575;PARAMLOG_B-18
194;325,48;290,667;100,427;89,132;49,958;64,098;457,662;454,738;158,111;100;17;55,576;PARAMLOG_B-18
195;325,48;290,668;100,427;89,132;49,958;64,098;457,68;454,745;158,112;100;17;55,576;PARAMLOG_B-18
196;325,481;290,668;100,427;89,133;49,96;64,098;457,689;454,742;158,114;100;17;55,577;PARAMLOG_B-18
197;325,481;290,668;100,427;89,133;49,961;64,098;457,703;454,749;158,115;100;17;55,578;PARAMLOG_B-18
198;325,482;290,668;100,427;89,134;49,962;64,098;457,707;454,741;158,117;100;17;55,579;PARAMLOG_B-18
199;325,483;290,668;100,427;89,135;49,963;64,099;457,71;454,758;158,118;100;17;55,58;PARAMLOG_B-18
200;325,483;290,668;100,427;89,136;49,964;64,099;457,708;454,74;158,12;100;17;55,581;PARAMLOG_B-18
201;325,484;290,668;100,427;89,136;49,965;64,099;457,707;454,749;158,122;100;17;55,582;PARAMLOG_B-18
202;325,485;290,669;100,427;89,137;49,966;64,099;457,706;454,761;158,124;100;17;55,583;PARAMLOG_B-18
203;325,486;290,669;100,427;89,138;49,968;64,099;457,699;454,76;158,126;100;17;55,584;PARAMLOG_B-18
204;325,486;290,669;100,427;89,138;49,969;64,1;457,693;454,76;158,128;100;17;55,585;PARAMLOG_B-18
205;325,487;290,669;100,427;89,139;49,97;64,1;457,69;454,756;158,131;100;17;55,586;PARAMLOG_B-18
206;325,488;290,67;100,427;89,14;49,971;64,1;457,689;454,761;158,133;100;17;55,587;PARAMLOG_B-18
207;325,489;290,67;100,426;89,14;49,972;64,101;457,681;454,759;158,136;100;17;55,589;PARAMLOG_B-18
208;325,49;290,671;100,427;89,141;49,973;64,101;457,675;454,763;158,139;100;17;55,59;PARAMLOG_B-18
209;325,491;290,671;100,426;89,142;49,974;64,102;457,669;454,773;158,142;100;17;55,591;PARAMLOG_B-18
210;325,492;290,672;100,426;89,142;49,975;64,102;457,662;454,764;158,145;100;17;55,593;PARAMLOG_B-18
211;325,493;290,672;100,426;89,143;49,976;64,102;457,657;454,772;158,148;100;17;55,594;PARAMLOG_B-18
212;325,494;290,673;100,426;89,143;49,977;64,103;457,649;454,773;158,152;100;17;55,596;PARAMLOG_B-18
213;325,495;290,673;100,426;89,144;49,978;64,103;457,645;454,781;158,155;100;17;55,598;PARAMLOG_B-18
214;325,496;290,674;100,426;89,144;49,979;64,104;457,637;454,79;158,158;100;17;55,6;PARAMLOG_B-18
215;325,497;290,674;100,425;89,145;49,98;64,105;457,629;454,794;158,162;100;17;55,601;PARAMLOG_B-18
216;325,499;290,675;100,425;89,145;49,98;64,105;457,624;454,804;158,166;100;17;55,603;PARAMLOG_B-18
217;325,5;290,676;100,425;89,146;49,981;64,106;457,619;454,795;158,169;100;17;55,605;PARAMLOG_B-18
218;325,501;290,677;100,425;89,146;49,982;64,106;457,617;454,803;158,173;100;17;55,607;PARAMLOG_B-18
219;325,502;290,677;100,424;89,147;49,983;64,107;457,613;454,813;158,177;100;17;55,609;PARAMLOG_B-18
220;325,503;290,678;100,424;89,147;49,983;64,108;457,607;454,821;158,181;100;17;55,611;PARAMLOG_B-18
221;325,504;290,679;100,424;89,147;49,984;64,108;457,605;454,813;158,185;100;17;55,613;PARAMLOG_B-18
222;325,505;290,68;100,424;89,148;49,985;64,109;457,602;454,836;158,189;100;17;55,615;PARAMLOG_B-18
223;325,507;290,681;100,424;89,148;49,985;64,11;457,596;454,837;158,194;100;17;55,617;PARAMLOG_B-18
224;325,508;290,681;100,424;89,149;49,986;64,111;457,592;454,834;158,198;100;17;55,619;PARAMLOG_B-18
225;325,509;290,682;100,423;89,149;49,986;64,111;457,594;454,838;158,202;100;17;55,621;PARAMLOG_B-18
226;325,51;290,683;100,423;89,149;49,987;64,112;457,592;454,841;158,206;100;17;55,623;PARAMLOG_B-18
227;325,511;290,684;100,423;89,15;49,988;64,113;457,59;454,854;158,21;100;17;55,625;PARAMLOG_B-18
228;325,511;290,685;100,423;89,15;49,988;64,113;457,588;454,872;158,213;100;17;55,626;PARAMLOG_B-18
229;325,51;290,686;100,423;89,15;49,989;64,114;457,588;454,86;158,213;100;17;55,627;PARAMLOG_B-18
230;325,508;290,687;100,423;89,15;49,989;64,115;457,6;454,862;158,213;100;17;55,627;PARAMLOG_B-18
231;325,507;290,687;100,422;89,151;49,989;64,115;457,617;454,88;158,212;100;17;55,627;PARAMLOG_B-18
232;325,506;290,688;100,422;89,151;49,99;64,115;457,638;454,867;158,212;100;17;55,627;PARAMLOG_B-18
233;325,506;290,688;100,423;89,151;49,99;64,115;457,663;454,878;158,212;100;17;55,627;PARAMLOG_B-18
234;325,506;290,688;100,422;89,152;49,991;64,116;457,683;454,877;158,213;100;17;55,628;PARAMLOG_B-18
235;325,506;290,689;100,422;89,152;49,991;64,116;457,705;454,873;158,214;100;17;55,628;PARAMLOG_B-18
236;325,506;290,689;100,422;89,152;49,992;64,116;457,72;454,881;158,215;100;17;55,629;PARAMLOG_B-18
237;325,507;290,688;100,422;89,153;49,993;64,116;457,732;454,873;158,216;100;17;55,63;PARAMLOG_B-18
