Second;UHOLEG2;UCOLEG2;ZINST80;ZINST71;ZINST77;ZINST74;WFWLN2;WSTM2;ZINST58;KBCDO23;KBCDO15;ZINST63;LOG_ACIDENTE
228;304,605;286,521;4,644;49,858;0;72,787;12;1,014;148,885;0;36;34,51;PARAMLOG_N-79_OPTION-1
229;304,576;286,535;4,64;49,937;0;72,801;12;0,845;148,92;0;36;34,526;PARAMLOG_N-79_OPTION-1
230;304,546;286,548;4,635;50,007;0;72,815;12;0,663;148,955;0;36;34,543;PARAMLOG_N-79_OPTION-1
231;304,517;286,561;4,631;50,067;0;72,828;12;0,47;148,99;0;36;34,559;PARAMLOG_N-79_OPTION-1
232;304,489;286,575;4,626;50,117;0;72,84;12;0,26;149,025;0;36;34,576;PARAMLOG_N-79_OPTION-1
233;304,461;286,588;4,621;50,157;0;72,851;12;0,036;149,061;0;36;34,593;PARAMLOG_N-79_OPTION-1
234;304,433;286,602;4,617;50,187;0;72,863;12;0;149,096;0;36;34,61;PARAMLOG_N-79_OPTION-1
235;304,407;286,615;4,613;50,207;0;72,873;12;0;149,132;0;36;34,627;PARAMLOG_N-79_OPTION-1
236;304,38;286,629;4,608;50,218;0;72,883;12;0;149,168;0;36;34,644;PARAMLOG_N-79_OPTION-1
237;304,354;286,642;4,604;50,22;0;72,893;12;0;149,204;0;36;34,661;PARAMLOG_N-79_OPTION-1
238;304,329;286,656;4,6;50,214;0;72,901;12;0;149,24;0;36;34,679;PARAMLOG_N-79_OPTION-1
239;304,304;286,67;4,596;50,201;0;72,91;12;0;149,277;0;36;34,696;PARAMLOG_N-79_OPTION-1
240;304,28;286,683;4,592;50,182;0;72,918;12;0;149,313;0;36;34,714;PARAMLOG_N-79_OPTION-1
